,date,max,year,month,day,month_day,month_day_flourish
499,1967-09-12,26.5,1967,9,12,09-12,9/12
500,1967-09-13,29.1,1967,9,13,09-13,9/13
501,1967-09-14,22.0,1967,9,14,09-14,9/14
502,1967-09-15,21.0,1967,9,15,09-15,9/15
503,1967-09-16,30.9,1967,9,16,09-16,9/16
504,1967-09-17,23.8,1967,9,17,09-17,9/17
505,1967-09-18,24.3,1967,9,18,09-18,9/18
506,1967-09-19,27.8,1967,9,19,09-19,9/19
507,1967-09-20,21.6,1967,9,20,09-20,9/20
508,1967-09-21,20.2,1967,9,21,09-21,9/21
509,1967-09-22,26.5,1967,9,22,09-22,9/22
510,1967-09-23,26.6,1967,9,23,09-23,9/23
511,1967-09-24,25.9,1967,9,24,09-24,9/24
512,1967-09-25,25.3,1967,9,25,09-25,9/25
513,1967-09-26,23.7,1967,9,26,09-26,9/26
514,1967-09-27,23.9,1967,9,27,09-27,9/27
515,1967-09-28,23.3,1967,9,28,09-28,9/28
516,1967-09-29,23.6,1967,9,29,09-29,9/29
517,1967-09-30,20.2,1967,9,30,09-30,9/30
518,1968-06-01,24.6,1968,6,1,06-01,6/1
519,1968-06-02,25.7,1968,6,2,06-02,6/2
520,1968-06-03,24.5,1968,6,3,06-03,6/3
521,1968-06-04,25.6,1968,6,4,06-04,6/4
522,1968-06-05,25.1,1968,6,5,06-05,6/5
523,1968-06-06,27.2,1968,6,6,06-06,6/6
524,1968-06-07,30.0,1968,6,7,06-07,6/7
525,1968-06-08,27.9,1968,6,8,06-08,6/8
526,1968-06-09,26.9,1968,6,9,06-09,6/9
527,1968-06-10,23.1,1968,6,10,06-10,6/10
528,1968-06-11,29.8,1968,6,11,06-11,6/11
529,1968-06-12,28.5,1968,6,12,06-12,6/12
530,1968-06-13,27.6,1968,6,13,06-13,6/13
531,1968-06-14,28.1,1968,6,14,06-14,6/14
532,1968-06-15,27.0,1968,6,15,06-15,6/15
533,1968-06-16,27.8,1968,6,16,06-16,6/16
534,1968-06-17,25.0,1968,6,17,06-17,6/17
535,1968-06-18,23.4,1968,6,18,06-18,6/18
536,1968-06-19,25.2,1968,6,19,06-19,6/19
537,1968-06-20,23.6,1968,6,20,06-20,6/20
538,1968-06-21,24.9,1968,6,21,06-21,6/21
539,1968-06-22,26.0,1968,6,22,06-22,6/22
540,1968-06-23,26.9,1968,6,23,06-23,6/23
541,1968-06-24,27.3,1968,6,24,06-24,6/24
542,1968-06-25,23.8,1968,6,25,06-25,6/25
543,1968-06-26,23.4,1968,6,26,06-26,6/26
544,1968-06-27,25.5,1968,6,27,06-27,6/27
545,1968-06-28,25.9,1968,6,28,06-28,6/28
546,1968-06-29,27.7,1968,6,29,06-29,6/29
547,1968-06-30,27.3,1968,6,30,06-30,6/30
548,1968-07-01,23.8,1968,7,1,07-01,7/1
549,1968-07-02,20.9,1968,7,2,07-02,7/2
550,1968-07-03,23.6,1968,7,3,07-03,7/3
551,1968-07-04,25.9,1968,7,4,07-04,7/4
552,1968-07-05,26.7,1968,7,5,07-05,7/5
553,1968-07-06,28.8,1968,7,6,07-06,7/6
554,1968-07-07,28.3,1968,7,7,07-07,7/7
555,1968-07-08,27.1,1968,7,8,07-08,7/8
556,1968-07-09,26.9,1968,7,9,07-09,7/9
557,1968-07-10,27.3,1968,7,10,07-10,7/10
558,1968-07-11,25.0,1968,7,11,07-11,7/11
559,1968-07-12,26.1,1968,7,12,07-12,7/12
560,1968-07-13,27.9,1968,7,13,07-13,7/13
561,1968-07-14,28.7,1968,7,14,07-14,7/14
562,1968-07-15,24.3,1968,7,15,07-15,7/15
563,1968-07-16,24.1,1968,7,16,07-16,7/16
564,1968-07-17,26.3,1968,7,17,07-17,7/17
565,1968-07-18,29.1,1968,7,18,07-18,7/18
566,1968-07-19,30.3,1968,7,19,07-19,7/19
567,1968-07-20,31.7,1968,7,20,07-20,7/20
568,1968-07-21,31.7,1968,7,21,07-21,7/21
569,1968-07-22,32.3,1968,7,22,07-22,7/22
570,1968-07-23,31.7,1968,7,23,07-23,7/23
571,1968-07-24,32.2,1968,7,24,07-24,7/24
572,1968-07-25,32.1,1968,7,25,07-25,7/25
573,1968-07-26,30.1,1968,7,26,07-26,7/26
574,1968-07-27,30.0,1968,7,27,07-27,7/27
575,1968-07-28,27.5,1968,7,28,07-28,7/28
576,1968-07-29,29.5,1968,7,29,07-29,7/29
577,1968-07-30,29.2,1968,7,30,07-30,7/30
578,1968-07-31,29.5,1968,7,31,07-31,7/31
579,1968-08-01,30.4,1968,8,1,08-01,8/1
580,1968-08-02,31.3,1968,8,2,08-02,8/2
581,1968-08-03,30.9,1968,8,3,08-03,8/3
582,1968-08-04,31.8,1968,8,4,08-04,8/4
583,1968-08-05,32.9,1968,8,5,08-05,8/5
584,1968-08-06,32.1,1968,8,6,08-06,8/6
585,1968-08-07,31.4,1968,8,7,08-07,8/7
586,1968-08-08,32.1,1968,8,8,08-08,8/8
587,1968-08-09,32.7,1968,8,9,08-09,8/9
588,1968-08-10,27.8,1968,8,10,08-10,8/10
589,1968-08-11,30.4,1968,8,11,08-11,8/11
590,1968-08-12,32.3,1968,8,12,08-12,8/12
591,1968-08-13,29.1,1968,8,13,08-13,8/13
592,1968-08-14,30.8,1968,8,14,08-14,8/14
593,1968-08-15,31.2,1968,8,15,08-15,8/15
594,1968-08-16,27.6,1968,8,16,08-16,8/16
595,1968-08-17,33.5,1968,8,17,08-17,8/17
596,1968-08-18,31.8,1968,8,18,08-18,8/18
597,1968-08-19,32.1,1968,8,19,08-19,8/19
598,1968-08-20,31.6,1968,8,20,08-20,8/20
599,1968-08-21,32.0,1968,8,21,08-21,8/21
600,1968-08-22,32.4,1968,8,22,08-22,8/22
601,1968-08-23,27.1,1968,8,23,08-23,8/23
602,1968-08-24,31.4,1968,8,24,08-24,8/24
603,1968-08-25,33.5,1968,8,25,08-25,8/25
604,1968-08-26,27.0,1968,8,26,08-26,8/26
605,1968-08-27,23.1,1968,8,27,08-27,8/27
606,1968-08-28,22.0,1968,8,28,08-28,8/28
607,1968-08-29,31.2,1968,8,29,08-29,8/29
608,1968-08-30,26.1,1968,8,30,08-30,8/30
609,1968-08-31,26.3,1968,8,31,08-31,8/31
610,1968-09-01,26.5,1968,9,1,09-01,9/1
611,1968-09-02,28.9,1968,9,2,09-02,9/2
612,1968-09-03,26.5,1968,9,3,09-03,9/3
613,1968-09-04,24.5,1968,9,4,09-04,9/4
614,1968-09-05,26.8,1968,9,5,09-05,9/5
615,1968-09-06,28.4,1968,9,6,09-06,9/6
616,1968-09-07,27.3,1968,9,7,09-07,9/7
617,1968-09-08,24.1,1968,9,8,09-08,9/8
618,1968-09-09,24.8,1968,9,9,09-09,9/9
619,1968-09-10,28.9,1968,9,10,09-10,9/10
620,1968-09-11,28.6,1968,9,11,09-11,9/11
621,1968-09-12,26.9,1968,9,12,09-12,9/12
622,1968-09-13,23.2,1968,9,13,09-13,9/13
623,1968-09-14,20.1,1968,9,14,09-14,9/14
624,1968-09-15,25.6,1968,9,15,09-15,9/15
625,1968-09-16,26.0,1968,9,16,09-16,9/16
626,1968-09-17,22.4,1968,9,17,09-17,9/17
627,1968-09-18,27.9,1968,9,18,09-18,9/18
628,1968-09-19,27.5,1968,9,19,09-19,9/19
629,1968-09-20,27.0,1968,9,20,09-20,9/20
630,1968-09-21,27.0,1968,9,21,09-21,9/21
631,1968-09-22,22.9,1968,9,22,09-22,9/22
632,1968-09-23,27.7,1968,9,23,09-23,9/23
633,1968-09-24,22.8,1968,9,24,09-24,9/24
634,1968-09-25,22.2,1968,9,25,09-25,9/25
635,1968-09-26,22.8,1968,9,26,09-26,9/26
636,1968-09-27,23.9,1968,9,27,09-27,9/27
637,1968-09-28,25.0,1968,9,28,09-28,9/28
638,1968-09-29,27.8,1968,9,29,09-29,9/29
639,1968-09-30,27.9,1968,9,30,09-30,9/30
640,1969-06-01,25.8,1969,6,1,06-01,6/1
641,1969-06-02,27.1,1969,6,2,06-02,6/2
642,1969-06-03,23.5,1969,6,3,06-03,6/3
643,1969-06-04,25.1,1969,6,4,06-04,6/4
644,1969-06-05,25.3,1969,6,5,06-05,6/5
645,1969-06-06,26.1,1969,6,6,06-06,6/6
646,1969-06-07,24.2,1969,6,7,06-07,6/7
647,1969-06-08,24.6,1969,6,8,06-08,6/8
648,1969-06-09,27.4,1969,6,9,06-09,6/9
649,1969-06-10,29.1,1969,6,10,06-10,6/10
650,1969-06-11,29.3,1969,6,11,06-11,6/11
651,1969-06-12,25.9,1969,6,12,06-12,6/12
652,1969-06-13,24.2,1969,6,13,06-13,6/13
653,1969-06-14,27.8,1969,6,14,06-14,6/14
654,1969-06-15,27.1,1969,6,15,06-15,6/15
655,1969-06-16,27.7,1969,6,16,06-16,6/16
656,1969-06-17,23.0,1969,6,17,06-17,6/17
657,1969-06-18,21.8,1969,6,18,06-18,6/18
658,1969-06-19,23.6,1969,6,19,06-19,6/19
659,1969-06-20,27.2,1969,6,20,06-20,6/20
660,1969-06-21,24.4,1969,6,21,06-21,6/21
661,1969-06-22,23.4,1969,6,22,06-22,6/22
662,1969-06-23,26.1,1969,6,23,06-23,6/23
663,1969-06-24,29.0,1969,6,24,06-24,6/24
664,1969-06-25,28.6,1969,6,25,06-25,6/25
665,1969-06-26,27.2,1969,6,26,06-26,6/26
666,1969-06-27,23.3,1969,6,27,06-27,6/27
667,1969-06-28,28.3,1969,6,28,06-28,6/28
668,1969-06-29,27.6,1969,6,29,06-29,6/29
669,1969-06-30,26.8,1969,6,30,06-30,6/30
670,1969-07-01,28.5,1969,7,1,07-01,7/1
671,1969-07-02,28.6,1969,7,2,07-02,7/2
672,1969-07-03,28.5,1969,7,3,07-03,7/3
673,1969-07-04,25.3,1969,7,4,07-04,7/4
674,1969-07-05,25.3,1969,7,5,07-05,7/5
675,1969-07-06,20.6,1969,7,6,07-06,7/6
676,1969-07-07,18.4,1969,7,7,07-07,7/7
677,1969-07-08,19.7,1969,7,8,07-08,7/8
678,1969-07-09,19.2,1969,7,9,07-09,7/9
679,1969-07-10,24.2,1969,7,10,07-10,7/10
680,1969-07-11,24.2,1969,7,11,07-11,7/11
681,1969-07-12,25.2,1969,7,12,07-12,7/12
682,1969-07-13,24.9,1969,7,13,07-13,7/13
683,1969-07-14,30.9,1969,7,14,07-14,7/14
684,1969-07-15,31.0,1969,7,15,07-15,7/15
685,1969-07-16,31.1,1969,7,16,07-16,7/16
686,1969-07-17,30.2,1969,7,17,07-17,7/17
687,1969-07-18,31.3,1969,7,18,07-18,7/18
688,1969-07-19,31.1,1969,7,19,07-19,7/19
689,1969-07-20,31.4,1969,7,20,07-20,7/20
690,1969-07-21,30.9,1969,7,21,07-21,7/21
691,1969-07-22,32.3,1969,7,22,07-22,7/22
692,1969-07-23,31.2,1969,7,23,07-23,7/23
693,1969-07-24,31.3,1969,7,24,07-24,7/24
694,1969-07-25,33.5,1969,7,25,07-25,7/25
695,1969-07-26,32.3,1969,7,26,07-26,7/26
696,1969-07-27,32.2,1969,7,27,07-27,7/27
697,1969-07-28,33.9,1969,7,28,07-28,7/28
698,1969-07-29,34.0,1969,7,29,07-29,7/29
699,1969-07-30,36.6,1969,7,30,07-30,7/30
700,1969-07-31,32.6,1969,7,31,07-31,7/31
701,1969-08-01,28.0,1969,8,1,08-01,8/1
702,1969-08-02,30.1,1969,8,2,08-02,8/2
703,1969-08-03,31.1,1969,8,3,08-03,8/3
704,1969-08-04,31.1,1969,8,4,08-04,8/4
705,1969-08-05,33.1,1969,8,5,08-05,8/5
706,1969-08-06,32.3,1969,8,6,08-06,8/6
707,1969-08-07,33.3,1969,8,7,08-07,8/7
708,1969-08-08,35.8,1969,8,8,08-08,8/8
709,1969-08-09,31.5,1969,8,9,08-09,8/9
710,1969-08-10,33.7,1969,8,10,08-10,8/10
711,1969-08-11,30.8,1969,8,11,08-11,8/11
712,1969-08-12,31.6,1969,8,12,08-12,8/12
713,1969-08-13,34.7,1969,8,13,08-13,8/13
714,1969-08-14,35.0,1969,8,14,08-14,8/14
715,1969-08-15,32.0,1969,8,15,08-15,8/15
716,1969-08-16,31.4,1969,8,16,08-16,8/16
717,1969-08-17,30.3,1969,8,17,08-17,8/17
718,1969-08-18,31.0,1969,8,18,08-18,8/18
719,1969-08-19,31.0,1969,8,19,08-19,8/19
720,1969-08-20,31.7,1969,8,20,08-20,8/20
721,1969-08-21,31.3,1969,8,21,08-21,8/21
722,1969-08-22,31.7,1969,8,22,08-22,8/22
723,1969-08-23,31.3,1969,8,23,08-23,8/23
724,1969-08-24,32.6,1969,8,24,08-24,8/24
725,1969-08-25,30.9,1969,8,25,08-25,8/25
726,1969-08-26,25.3,1969,8,26,08-26,8/26
727,1969-08-27,29.6,1969,8,27,08-27,8/27
728,1969-08-28,29.1,1969,8,28,08-28,8/28
729,1969-08-29,30.2,1969,8,29,08-29,8/29
730,1969-08-30,30.5,1969,8,30,08-30,8/30
731,1969-08-31,30.4,1969,8,31,08-31,8/31
732,1969-09-01,33.2,1969,9,1,09-01,9/1
733,1969-09-02,31.7,1969,9,2,09-02,9/2
734,1969-09-03,29.5,1969,9,3,09-03,9/3
735,1969-09-04,27.9,1969,9,4,09-04,9/4
736,1969-09-05,30.4,1969,9,5,09-05,9/5
737,1969-09-06,31.0,1969,9,6,09-06,9/6
738,1969-09-07,30.9,1969,9,7,09-07,9/7
739,1969-09-08,26.5,1969,9,8,09-08,9/8
740,1969-09-09,27.0,1969,9,9,09-09,9/9
741,1969-09-10,23.0,1969,9,10,09-10,9/10
742,1969-09-11,27.1,1969,9,11,09-11,9/11
743,1969-09-12,27.5,1969,9,12,09-12,9/12
744,1969-09-13,27.5,1969,9,13,09-13,9/13
745,1969-09-14,28.9,1969,9,14,09-14,9/14
746,1969-09-15,28.0,1969,9,15,09-15,9/15
747,1969-09-16,32.4,1969,9,16,09-16,9/16
748,1969-09-17,24.0,1969,9,17,09-17,9/17
749,1969-09-18,27.7,1969,9,18,09-18,9/18
750,1969-09-19,27.5,1969,9,19,09-19,9/19
751,1969-09-20,29.5,1969,9,20,09-20,9/20
752,1969-09-21,27.9,1969,9,21,09-21,9/21
753,1969-09-22,26.4,1969,9,22,09-22,9/22
754,1969-09-23,23.1,1969,9,23,09-23,9/23
755,1969-09-24,21.1,1969,9,24,09-24,9/24
756,1969-09-25,22.6,1969,9,25,09-25,9/25
757,1969-09-26,26.1,1969,9,26,09-26,9/26
758,1969-09-27,22.2,1969,9,27,09-27,9/27
759,1969-09-28,24.2,1969,9,28,09-28,9/28
760,1969-09-29,21.0,1969,9,29,09-29,9/29
761,1969-09-30,20.1,1969,9,30,09-30,9/30
762,1970-06-01,21.6,1970,6,1,06-01,6/1
763,1970-06-02,26.9,1970,6,2,06-02,6/2
764,1970-06-03,19.9,1970,6,3,06-03,6/3
765,1970-06-04,25.3,1970,6,4,06-04,6/4
766,1970-06-05,22.5,1970,6,5,06-05,6/5
767,1970-06-06,24.0,1970,6,6,06-06,6/6
768,1970-06-07,29.2,1970,6,7,06-07,6/7
769,1970-06-08,29.1,1970,6,8,06-08,6/8
770,1970-06-09,28.3,1970,6,9,06-09,6/9
771,1970-06-10,24.9,1970,6,10,06-10,6/10
772,1970-06-11,22.2,1970,6,11,06-11,6/11
773,1970-06-12,20.3,1970,6,12,06-12,6/12
774,1970-06-13,27.0,1970,6,13,06-13,6/13
775,1970-06-14,27.3,1970,6,14,06-14,6/14
776,1970-06-15,20.2,1970,6,15,06-15,6/15
777,1970-06-16,16.1,1970,6,16,06-16,6/16
778,1970-06-17,18.0,1970,6,17,06-17,6/17
779,1970-06-18,22.2,1970,6,18,06-18,6/18
780,1970-06-19,20.8,1970,6,19,06-19,6/19
781,1970-06-20,25.3,1970,6,20,06-20,6/20
782,1970-06-21,21.8,1970,6,21,06-21,6/21
783,1970-06-22,22.8,1970,6,22,06-22,6/22
784,1970-06-23,23.5,1970,6,23,06-23,6/23
785,1970-06-24,25.6,1970,6,24,06-24,6/24
786,1970-06-25,23.3,1970,6,25,06-25,6/25
787,1970-06-26,24.6,1970,6,26,06-26,6/26
788,1970-06-27,28.7,1970,6,27,06-27,6/27
789,1970-06-28,31.0,1970,6,28,06-28,6/28
790,1970-06-29,27.2,1970,6,29,06-29,6/29
791,1970-06-30,24.0,1970,6,30,06-30,6/30
792,1970-07-01,21.4,1970,7,1,07-01,7/1
793,1970-07-02,23.6,1970,7,2,07-02,7/2
794,1970-07-03,24.7,1970,7,3,07-03,7/3
795,1970-07-04,25.2,1970,7,4,07-04,7/4
796,1970-07-05,26.3,1970,7,5,07-05,7/5
797,1970-07-06,21.9,1970,7,6,07-06,7/6
798,1970-07-07,20.9,1970,7,7,07-07,7/7
799,1970-07-08,21.4,1970,7,8,07-08,7/8
800,1970-07-09,24.4,1970,7,9,07-09,7/9
801,1970-07-10,27.5,1970,7,10,07-10,7/10
802,1970-07-11,24.9,1970,7,11,07-11,7/11
803,1970-07-12,33.1,1970,7,12,07-12,7/12
804,1970-07-13,27.9,1970,7,13,07-13,7/13
805,1970-07-14,27.6,1970,7,14,07-14,7/14
806,1970-07-15,29.9,1970,7,15,07-15,7/15
807,1970-07-16,29.6,1970,7,16,07-16,7/16
808,1970-07-17,27.4,1970,7,17,07-17,7/17
809,1970-07-18,32.0,1970,7,18,07-18,7/18
810,1970-07-19,32.1,1970,7,19,07-19,7/19
811,1970-07-20,32.3,1970,7,20,07-20,7/20
812,1970-07-21,33.2,1970,7,21,07-21,7/21
813,1970-07-22,33.0,1970,7,22,07-22,7/22
814,1970-07-23,33.9,1970,7,23,07-23,7/23
815,1970-07-24,33.8,1970,7,24,07-24,7/24
816,1970-07-25,34.7,1970,7,25,07-25,7/25
817,1970-07-26,34.9,1970,7,26,07-26,7/26
818,1970-07-27,32.9,1970,7,27,07-27,7/27
819,1970-07-28,32.5,1970,7,28,07-28,7/28
820,1970-07-29,32.6,1970,7,29,07-29,7/29
821,1970-07-30,32.3,1970,7,30,07-30,7/30
822,1970-07-31,33.3,1970,7,31,07-31,7/31
823,1970-08-01,34.7,1970,8,1,08-01,8/1
824,1970-08-02,32.9,1970,8,2,08-02,8/2
825,1970-08-03,26.2,1970,8,3,08-03,8/3
826,1970-08-04,30.8,1970,8,4,08-04,8/4
827,1970-08-05,35.4,1970,8,5,08-05,8/5
828,1970-08-06,35.0,1970,8,6,08-06,8/6
829,1970-08-07,27.8,1970,8,7,08-07,8/7
830,1970-08-08,31.2,1970,8,8,08-08,8/8
831,1970-08-09,31.1,1970,8,9,08-09,8/9
832,1970-08-10,30.3,1970,8,10,08-10,8/10
833,1970-08-11,31.1,1970,8,11,08-11,8/11
834,1970-08-12,29.5,1970,8,12,08-12,8/12
835,1970-08-13,29.9,1970,8,13,08-13,8/13
836,1970-08-14,31.0,1970,8,14,08-14,8/14
837,1970-08-15,31.3,1970,8,15,08-15,8/15
838,1970-08-16,34.4,1970,8,16,08-16,8/16
839,1970-08-17,32.6,1970,8,17,08-17,8/17
840,1970-08-18,32.4,1970,8,18,08-18,8/18
841,1970-08-19,30.7,1970,8,19,08-19,8/19
842,1970-08-20,33.2,1970,8,20,08-20,8/20
843,1970-08-21,31.3,1970,8,21,08-21,8/21
844,1970-08-22,32.5,1970,8,22,08-22,8/22
845,1970-08-23,32.1,1970,8,23,08-23,8/23
846,1970-08-24,33.5,1970,8,24,08-24,8/24
847,1970-08-25,33.9,1970,8,25,08-25,8/25
848,1970-08-26,32.9,1970,8,26,08-26,8/26
849,1970-08-27,33.1,1970,8,27,08-27,8/27
850,1970-08-28,32.2,1970,8,28,08-28,8/28
851,1970-08-29,35.5,1970,8,29,08-29,8/29
852,1970-08-30,27.4,1970,8,30,08-30,8/30
853,1970-08-31,28.0,1970,8,31,08-31,8/31
854,1970-09-01,31.7,1970,9,1,09-01,9/1
855,1970-09-02,33.9,1970,9,2,09-02,9/2
856,1970-09-03,35.4,1970,9,3,09-03,9/3
857,1970-09-04,29.1,1970,9,4,09-04,9/4
858,1970-09-05,28.9,1970,9,5,09-05,9/5
859,1970-09-06,31.3,1970,9,6,09-06,9/6
860,1970-09-07,29.9,1970,9,7,09-07,9/7
861,1970-09-08,27.6,1970,9,8,09-08,9/8
862,1970-09-09,32.4,1970,9,9,09-09,9/9
863,1970-09-10,31.6,1970,9,10,09-10,9/10
864,1970-09-11,29.0,1970,9,11,09-11,9/11
865,1970-09-12,24.3,1970,9,12,09-12,9/12
866,1970-09-13,33.7,1970,9,13,09-13,9/13
867,1970-09-14,26.8,1970,9,14,09-14,9/14
868,1970-09-15,32.6,1970,9,15,09-15,9/15
869,1970-09-16,23.4,1970,9,16,09-16,9/16
870,1970-09-17,26.5,1970,9,17,09-17,9/17
871,1970-09-18,27.0,1970,9,18,09-18,9/18
872,1970-09-19,23.6,1970,9,19,09-19,9/19
873,1970-09-20,27.1,1970,9,20,09-20,9/20
874,1970-09-21,25.0,1970,9,21,09-21,9/21
875,1970-09-22,32.3,1970,9,22,09-22,9/22
876,1970-09-23,27.3,1970,9,23,09-23,9/23
877,1970-09-24,21.3,1970,9,24,09-24,9/24
878,1970-09-25,23.1,1970,9,25,09-25,9/25
879,1970-09-26,22.5,1970,9,26,09-26,9/26
880,1970-09-27,23.1,1970,9,27,09-27,9/27
881,1970-09-28,23.1,1970,9,28,09-28,9/28
882,1970-09-29,21.0,1970,9,29,09-29,9/29
883,1970-09-30,23.8,1970,9,30,09-30,9/30
884,1971-06-01,25.2,1971,6,1,06-01,6/1
885,1971-06-02,24.8,1971,6,2,06-02,6/2
886,1971-06-03,23.4,1971,6,3,06-03,6/3
887,1971-06-04,24.8,1971,6,4,06-04,6/4
888,1971-06-05,24.7,1971,6,5,06-05,6/5
889,1971-06-06,20.3,1971,6,6,06-06,6/6
890,1971-06-07,24.7,1971,6,7,06-07,6/7
891,1971-06-08,26.0,1971,6,8,06-08,6/8
892,1971-06-09,27.8,1971,6,9,06-09,6/9
893,1971-06-10,24.1,1971,6,10,06-10,6/10
894,1971-06-11,28.9,1971,6,11,06-11,6/11
895,1971-06-12,23.1,1971,6,12,06-12,6/12
896,1971-06-13,21.7,1971,6,13,06-13,6/13
897,1971-06-14,22.8,1971,6,14,06-14,6/14
898,1971-06-15,26.0,1971,6,15,06-15,6/15
899,1971-06-16,20.9,1971,6,16,06-16,6/16
900,1971-06-17,26.8,1971,6,17,06-17,6/17
901,1971-06-18,29.7,1971,6,18,06-18,6/18
902,1971-06-19,24.9,1971,6,19,06-19,6/19
903,1971-06-20,20.2,1971,6,20,06-20,6/20
904,1971-06-21,19.5,1971,6,21,06-21,6/21
905,1971-06-22,21.9,1971,6,22,06-22,6/22
906,1971-06-23,26.8,1971,6,23,06-23,6/23
907,1971-06-24,24.0,1971,6,24,06-24,6/24
908,1971-06-25,26.6,1971,6,25,06-25,6/25
909,1971-06-26,29.4,1971,6,26,06-26,6/26
910,1971-06-27,25.3,1971,6,27,06-27,6/27
911,1971-06-28,30.7,1971,6,28,06-28,6/28
912,1971-06-29,24.5,1971,6,29,06-29,6/29
913,1971-06-30,23.6,1971,6,30,06-30,6/30
914,1971-07-01,22.5,1971,7,1,07-01,7/1
915,1971-07-02,20.9,1971,7,2,07-02,7/2
916,1971-07-03,25.0,1971,7,3,07-03,7/3
917,1971-07-04,29.5,1971,7,4,07-04,7/4
918,1971-07-05,31.4,1971,7,5,07-05,7/5
919,1971-07-06,32.0,1971,7,6,07-06,7/6
920,1971-07-07,29.4,1971,7,7,07-07,7/7
921,1971-07-08,33.7,1971,7,8,07-08,7/8
922,1971-07-09,32.4,1971,7,9,07-09,7/9
923,1971-07-10,30.3,1971,7,10,07-10,7/10
924,1971-07-11,32.1,1971,7,11,07-11,7/11
925,1971-07-12,30.8,1971,7,12,07-12,7/12
926,1971-07-13,28.2,1971,7,13,07-13,7/13
927,1971-07-14,30.6,1971,7,14,07-14,7/14
928,1971-07-15,30.1,1971,7,15,07-15,7/15
929,1971-07-16,31.6,1971,7,16,07-16,7/16
930,1971-07-17,30.0,1971,7,17,07-17,7/17
931,1971-07-18,27.9,1971,7,18,07-18,7/18
932,1971-07-19,28.8,1971,7,19,07-19,7/19
933,1971-07-20,28.7,1971,7,20,07-20,7/20
934,1971-07-21,28.4,1971,7,21,07-21,7/21
935,1971-07-22,27.6,1971,7,22,07-22,7/22
936,1971-07-23,30.7,1971,7,23,07-23,7/23
937,1971-07-24,31.0,1971,7,24,07-24,7/24
938,1971-07-25,29.8,1971,7,25,07-25,7/25
939,1971-07-26,25.7,1971,7,26,07-26,7/26
940,1971-07-27,28.4,1971,7,27,07-27,7/27
941,1971-07-28,31.4,1971,7,28,07-28,7/28
942,1971-07-29,31.2,1971,7,29,07-29,7/29
943,1971-07-30,31.9,1971,7,30,07-30,7/30
944,1971-07-31,32.9,1971,7,31,07-31,7/31
945,1971-08-01,33.1,1971,8,1,08-01,8/1
946,1971-08-02,33.4,1971,8,2,08-02,8/2
947,1971-08-03,32.4,1971,8,3,08-03,8/3
948,1971-08-04,32.7,1971,8,4,08-04,8/4
949,1971-08-05,30.8,1971,8,5,08-05,8/5
950,1971-08-06,32.1,1971,8,6,08-06,8/6
951,1971-08-07,33.8,1971,8,7,08-07,8/7
952,1971-08-08,33.2,1971,8,8,08-08,8/8
953,1971-08-09,31.8,1971,8,9,08-09,8/9
954,1971-08-10,32.1,1971,8,10,08-10,8/10
955,1971-08-11,34.4,1971,8,11,08-11,8/11
956,1971-08-12,32.6,1971,8,12,08-12,8/12
957,1971-08-13,33.8,1971,8,13,08-13,8/13
958,1971-08-14,32.3,1971,8,14,08-14,8/14
959,1971-08-15,31.7,1971,8,15,08-15,8/15
960,1971-08-16,32.0,1971,8,16,08-16,8/16
961,1971-08-17,27.6,1971,8,17,08-17,8/17
962,1971-08-18,25.5,1971,8,18,08-18,8/18
963,1971-08-19,26.5,1971,8,19,08-19,8/19
964,1971-08-20,24.0,1971,8,20,08-20,8/20
965,1971-08-21,28.7,1971,8,21,08-21,8/21
966,1971-08-22,29.3,1971,8,22,08-22,8/22
967,1971-08-23,31.9,1971,8,23,08-23,8/23
968,1971-08-24,27.0,1971,8,24,08-24,8/24
969,1971-08-25,27.4,1971,8,25,08-25,8/25
970,1971-08-26,27.0,1971,8,26,08-26,8/26
971,1971-08-27,31.7,1971,8,27,08-27,8/27
972,1971-08-28,33.4,1971,8,28,08-28,8/28
973,1971-08-29,30.8,1971,8,29,08-29,8/29
974,1971-08-30,32.3,1971,8,30,08-30,8/30
975,1971-08-31,24.8,1971,8,31,08-31,8/31
976,1971-09-01,28.1,1971,9,1,09-01,9/1
977,1971-09-02,19.8,1971,9,2,09-02,9/2
978,1971-09-03,18.1,1971,9,3,09-03,9/3
979,1971-09-04,27.0,1971,9,4,09-04,9/4
980,1971-09-05,30.6,1971,9,5,09-05,9/5
981,1971-09-06,28.5,1971,9,6,09-06,9/6
982,1971-09-07,21.8,1971,9,7,09-07,9/7
983,1971-09-08,23.2,1971,9,8,09-08,9/8
984,1971-09-09,21.7,1971,9,9,09-09,9/9
985,1971-09-10,22.1,1971,9,10,09-10,9/10
986,1971-09-11,22.2,1971,9,11,09-11,9/11
987,1971-09-12,23.2,1971,9,12,09-12,9/12
988,1971-09-13,28.6,1971,9,13,09-13,9/13
989,1971-09-14,24.9,1971,9,14,09-14,9/14
990,1971-09-15,24.5,1971,9,15,09-15,9/15
991,1971-09-16,23.8,1971,9,16,09-16,9/16
992,1971-09-17,24.1,1971,9,17,09-17,9/17
993,1971-09-18,19.9,1971,9,18,09-18,9/18
994,1971-09-19,23.8,1971,9,19,09-19,9/19
995,1971-09-20,29.6,1971,9,20,09-20,9/20
996,1971-09-21,21.6,1971,9,21,09-21,9/21
997,1971-09-22,20.6,1971,9,22,09-22,9/22
